enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-1	1	0.99	0	APC	APC
-1	1	0.99	0	APC	Helper T-Cell
-1	1	0.99	0	Other	T-reg
1	0.99	1	0	APC	T-reg
1	0.99	1	0	Helper T-Cell	Other
-1	1	0.98	-0.00436480540245009	CTL	T-reg
-1	1	0.98	-0.00436480540245009	Helper T-Cell	T-reg
-1	1	0.97	-0.00877392430750515	CTL	Other
-1	1	0.97	-0.00877392430750515	T-reg	T-reg
-0.313245851787562	1	0.03	-0.437898908764384	Helper T-Cell	Tumor
-0.313245851787562	0.99	0.02	-0.477035449734512	APC	Tumor
-0.31034012061215	1	0.04	-0.403761805774385	Other	Tumor
-0.0598826266274612	0.97	0.08	-0.0626227053501157	T-reg	Tumor
0.00657265392348643	0.95	1	0.000116525049721057	CTL	Tumor
0.00122960800604109	0	1	0.00245921601208219	Tumor	Tumor
