enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
3.55551872282867	0.03	1	4.97040187422471	CTL	CTL
2.49743794121704	0	1	4.99487588243408	Helper T-Cell	Helper T-Cell
-1.4282369970337	1	0.32	-0.687676204622395	APC	Tumor
1.42184267718396	0	1	2.84368535436792	CTL	Helper T-Cell
1.28529748154698	0	1	2.57059496309397	APC	APC
-1.2238452319643	1	0	-2.44769046392859	CTL	Other
-0.719104694207489	1	0	-1.43820938841498	APC	Other
-0.630371734489106	1	0	-1.26074346897821	Helper T-Cell	Other
0.192897005051971	0	1	0.385794010103943	Other	Other
0.128234408844462	0.16	0.85	0.0986829276426754	APC	Helper T-Cell
-0.0995356735509144	1	0.96	-0.0013166843397198	Helper T-Cell	Tumor
-0.0703893278913978	0.72	0.52	-0.0194080362222406	Other	Tumor
-0.0671141958585371	1	0.98	-0.000292940404664436	CTL	Tumor
0.0491465156700638	0.42	0.65	0.0180137482914305	APC	CTL
