enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-3.76447355099267	1	0	-7.52894710198533	CD4+ Epithelial+	PD.L1+ CD4+
3.65701743784996	0.1	1	3.5056436664269	PD.L1+ CD4+	PD.L1+ CD4+
-2.70509321973489	1	0	-5.41018643946978	CD4+	CD4+ Epithelial+
2.60214117061215	0	1	5.2042823412243	CD4+ Tcell+	CD4+ Tcell+
-2.48220292629596	1	0	-4.96440585259191	CD4+ Epithelial+	CD4+ Tcell+
2.42997760454556	0	1	4.85995520909112	CD4+ Epithelial+	CD4+ Epithelial+
-2.19660704409482	1	0	-4.39321408818964	CD4+ Epithelial+	CD8+ Tcell+
1.99749314438943	0	1	3.99498628877885	CD4+ Tcell+	CD8+ Tcell+
1.65005752894304	0.49	1	0.496716810783043	CD8+ Tcell+	CD8+ Tcell+
-1.54706589296263	1	0.1	-1.4830286815362	CD4+ Epithelial+	CD8+
-1.51657552574091	1	0.28	-0.815314038975754	CD4+ Epithelial+	PD.L1+ CD4+ Tcell+
-1.48140630889456	1	0.23	-0.918158976710352	CD4+ APC+	CD4+ Epithelial+
1.46948528330122	0.76	1	0.166800208877231	PD.L1+ CD4+	PD.L1+ CD4+ Tcell+
-1.23629802336167	1	0.41	-0.465776157581181	CD4+ Epithelial+	FoxP3+ Treg+ Tcell+
-1.19793937761191	1	0.83	-0.0907088249273589	CD8+	PD.L1+ CD4+
-1.18220333122075	1	0.74	-0.147702990616844	CD4+ Tcell+	CD8+
-1.17687776208408	1	0.77	-0.126991462502421	CD4+ Tcell+	PD.L1+ CD4+ Tcell+
-1.0703893278914	1	0.8	-0.097956659134476	CD4+ APC+	PD.L1+ CD4+
-1	1	0.99	0	CD4+ APC+	CD8+
-1	1	0.99	0	CD4+ APC+	PD.L1+ CD4+ Tcell+
-1	1	0.99	0	FoxP3+ Treg+ Tcell+	PD.L1+ CD4+ Tcell+
-1	1	0.98	-0.00436480540245009	CD4+ APC+	FoxP3+ Treg+ Tcell+
-1	1	0.98	-0.00436480540245009	CD8+	FoxP3+ Treg+ Tcell+
-1	1	0.96	-0.0132282657337552	CD8+ Tcell+	FoxP3+ Treg+ Tcell+
-1	1	0.91	-0.0362121726544447	CD8+ Tcell+	PD.L1+ CD4+ Tcell+
-1	1	0.89	-0.0457574905606751	FoxP3+ Treg+ Tcell+	PD.L1+ CD4+
-1	1	0.87	-0.0555173278498314	CD4+ APC+	CD8+ Tcell+
-0.674460651560259	0.99	0.05	-0.824088903774335	CD4+	PD.L1+ CD4+ Tcell+
-0.582724028525156	1	0	-1.16544805705031	CD4+	PD.L1+ CD4+
-0.568842835357879	0.87	0.35	-0.252394143504737	CD8+ Tcell+	PD.L1+ CD4+
0.359877449114679	0.15	0.9	0.286419270443132	CD4+ Tcell+	PD.L1+ CD4+
0.262188252990781	0	1	0.524376505981563	CD4+	CD4+
-0.245905200929903	1	0	-0.491810401859806	CD4+	CD4+ Tcell+
0.245825115801571	0.2	0.95	0.166615520360105	CD4+	CD8+
0.186247306744245	0.36	0.9	0.0804212659493306	CD4+	CD4+ APC+
-0.15754127698648	1	0.95	-0.00279301258634211	CD4+ APC+	CD4+ Tcell+
-0.151084722542741	0.97	0.05	-0.184602679324982	CD4+	CD8+ Tcell+
-0.109624491174498	1	0.97	-0.000961836987813814	CD4+ Tcell+	FoxP3+ Treg+ Tcell+
-0.0780025120012732	1	0.99	0	CD8+	CD8+ Tcell+
0.0649174766813387	0.64	0.73	0.0121451928075274	CD4+	FoxP3+ Treg+ Tcell+
