source,target,weight,type
CD4+,PD.L1+ CD4+ Epithelial+,-3.95775502532299,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-3.57773093149008,Depletion
CD8+,PD.L1+ CD4+ Epithelial+,-3.28909670241999,Depletion
CD4+ Tcell+,PD.L1+ CD4+ Epithelial+,-3.27947129564447,Depletion
FoxP3+ Treg+ Epithelial+,PD.L1+ CD4+ Epithelial+,-3.03386345186628,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,PD.L1+ CD4+,-2.4276061727819,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Epithelial+,-2.39726663875049,Depletion
CD8+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.39017851202243,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Epithelial+,-2.38128337250378,Depletion
CD8+ FoxP3+ Epithelial+,PD.L1+ CD4+ Epithelial+,-2.15677962538539,Depletion
FoxP3+ PD.L1+ Treg+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.12101540096137,Depletion
CD8+ PD.L1+,PD.L1+ CD4+ Epithelial+,-2.07382023329167,Depletion
CD4+ APC+,PD.L1+ CD4+ Epithelial+,-1.89530262133331,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,PD.L1+ CD4+ Epithelial+,-1.81249822533356,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-1.74559589930965,Depletion
CD8+ PD.L1+ Epithelial+,FoxP3+ PD.L1+ Treg+ Epithelial+,-1.73258715365563,Depletion
CD8+,CD8+ PD.L1+ Epithelial+,-1.66376406842875,Depletion
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ PD.L1+ Epithelial+,-1.47508488294878,Depletion
CD4+,FoxP3+ PD.L1+ Treg+ Epithelial+,-1.31498648546852,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.27307227513897,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Tcell+,-0.936806173512806,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-0.880418384247328,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+,-0.528642755331414,Depletion
FoxP3+ PD.L1+ Treg+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.489121310727983,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.436840230170078,Depletion
PD.L1+ CD4+,PD.L1+ CD4+ Epithelial+,-0.217869797611226,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.185093879913472,Depletion
CD4+,CD4+,2.45221207191499,Enrichment
CD4+,CD8+,2.36374827058199,Enrichment
CD4+,CD4+ Tcell+,2.26565987524062,Enrichment
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Epithelial+,1.97628110553926,Enrichment
CD4+,CD8+ Tcell+,1.92644339302992,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+,1.62734110299171,Enrichment
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Tcell+,1.57776699931695,Enrichment
CD4+ Epithelial+,CD8+ PD.L1+ Epithelial+,0.724291764131096,Enrichment
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.358718314894428,Enrichment
