source,target,weight,type
CD4+,CD8+ PD.L1+ Epithelial+,-5.04628732465023,Depletion
CD8+,PD.L1+ CD4+ Epithelial+,-4.6667565918848,Depletion
CD4+ APC+,PD.L1+ CD4+ Epithelial+,-4.12845838414693,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-4.09238434712293,Depletion
FoxP3+ Treg+ Tcell+,PD.L1+ CD4+ Epithelial+,-3.13422093976063,Depletion
PD.L1+ CD4+ APC+,PD.L1+ CD4+ Epithelial+,-2.71735655022768,Depletion
CD8+ FoxP3+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.68929916053589,Depletion
CD4+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.65344223860392,Depletion
CD8+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.64565042742026,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+,-2.63027232626134,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Epithelial+,-2.59215800212536,Depletion
CD4+ APC+,CD8+ PD.L1+ Epithelial+,-2.46988597627446,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Epithelial+,-2.21804695106048,Depletion
CD4+,FoxP3+ PD.L1+ Treg+ Epithelial+,-2.16163839025735,Depletion
CD8+,PD.L1+ CD4+,-2.1258439329782,Depletion
CD8+ Tcell+,PD.L1+ CD4+,-2.07553263116736,Depletion
FoxP3+ Treg+,PD.L1+ CD4+ Epithelial+,-1.97819562968165,Depletion
CD8+ Epithelial+,PD.L1+ CD4+ Epithelial+,-1.9668331360648,Depletion
CD8+ PD.L1+,PD.L1+ CD4+ Epithelial+,-1.58856473740135,Depletion
CD4+,PD.L1+ CD4+ Tcell+,-1.5795422249369,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Epithelial+,-1.3831282513241,Depletion
CD4+ APC+,PD.L1+ CD4+,-1.07724299893246,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Tcell+,-0.981852653289741,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-0.947721155367997,Depletion
PD.L1+ CD4+,PD.L1+ CD4+ Epithelial+,-0.863243736121594,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Tcell+,-0.849141448495891,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.823381607300702,Depletion
CD4+ Epithelial+,CD8+ PD.L1+ Epithelial+,-0.650108042590948,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-0.490840323356606,Depletion
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Epithelial+,-0.369971213287879,Depletion
CD4+ Epithelial+,CD4+ Epithelial+,3.68871042555899,Enrichment
CD8+ PD.L1+ Tcell+,CD8+ PD.L1+ Tcell+,3.54826770074047,Enrichment
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Epithelial+,3.05578777818575,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+,2.13573357737572,Enrichment
CD4+,CD4+,1.99681990668458,Enrichment
CD4+,CD4+ APC+,1.68884364454803,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+ APC+,1.64306545528472,Enrichment
CD4+,CD8+,1.37027248672606,Enrichment
CD4+,CD8+ Tcell+,1.3646325458416,Enrichment
CD4+,CD4+ Tcell+,1.14538521468054,Enrichment
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Tcell+,0.774140601829218,Enrichment
CD4+,PD.L1+ CD4+ APC+,0.658335687051375,Enrichment
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.538735824394912,Enrichment
FoxP3+ PD.L1+ Treg+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.5316466861887,Enrichment
CD4+,PD.L1+ CD4+,0.337717942150076,Enrichment
