enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-2.86591881455221	1	0	-5.73183762910443	CD4+ Epithelial+	PD.L1+ CD4+
-2.76341157447001	1	0	-5.52682314894001	CD4+ Epithelial+	FoxP3+ Treg+ Tcell+
-2.60028737647184	1	0	-5.20057475294368	CD4+ Epithelial+	CD4+ Tcell+
-2.58738132071422	1	0	-5.17476264142845	CD4+	CD4+ Epithelial+
-2.53106949272595	1	0	-5.06213898545191	CD4+	CD8+ Epithelial+
2.1304469500786	0	1	4.26089390015721	CD4+ Tcell+	CD4+ Tcell+
-1.71687417622674	1	0.0600000000000001	-1.98282135117317	CD4+ Epithelial+	FoxP3+ Treg+
1.66310132821749	0.02	1	2.53270166398991	CD4+ Tcell+	CD8+ Tcell+
-1.21034433063543	1	0	-2.42068866127086	CD4+ Epithelial+	CD8+ Tcell+
-1.13750352374993	1	0.65	-0.20526940920317	CD4+ Tcell+	FoxP3+ Treg+ Tcell+
1.09638453642434	0.02	1	1.66966070717467	CD4+	FoxP3+ Treg+ Tcell+
-1.08246216019197	1	0.66	-0.188267444780279	CD4+ Tcell+	CD8+ Epithelial+
-1.06054154193505	1	0.65	-0.191381152851957	CD4+ Tcell+	PD.L1+ CD4+
1.04469980747081	0.44	1	0.362288820092186	CD4+ Tcell+	CD8+
-1.03952836418664	1	0.82	-0.084120618259162	CD8+ Tcell+	FoxP3+ Treg+ Tcell+
-1.03952836418664	1	0.82	-0.084120618259162	CD8+ Tcell+	PD.L1+ CD4+
-1	1	0.99	0	CD4+ APC+	CD8+ Epithelial+
-1	1	0.99	0	CD8+ Epithelial+	FoxP3+ Treg+
1	0.99	1	0	PD.L1+ CD4+	PD.L1+ CD4+
-1	1	0.98	-0.00436480540245009	CD8+	FoxP3+ Treg+
-1	1	0.98	-0.00436480540245009	FoxP3+ Treg+ Tcell+	PD.L1+ CD4+
-1	1	0.97	-0.00877392430750515	CD8+ Epithelial+	FoxP3+ Treg+ Tcell+
-1	1	0.97	-0.00877392430750515	CD8+	FoxP3+ Treg+ Tcell+
-1	1	0.97	-0.00877392430750515	CD8+	PD.L1+ CD4+
-1	1	0.96	-0.0132282657337552	CD8+	CD8+ Epithelial+
-1	1	0.95	-0.0177287669604316	CD8+ Tcell+	FoxP3+ Treg+
-1	1	0.93	-0.0268721464003014	CD4+ APC+	CD8+ Tcell+
-1	1	0.85	-0.0655015487564323	CD4+ APC+	CD4+ Tcell+
-1	1	0.85	-0.0655015487564323	CD4+ Tcell+	FoxP3+ Treg+
-1	1	0.73	-0.130768280269024	CD8+	CD8+ Tcell+
0.972359287962874	0	1	1.94471857592575	CD4+	CD4+
0.967263213588	0.4	1	0.37453993110242	CD8+ Tcell+	CD8+ Tcell+
-0.959770155211467	1	0.04	-1.24868976087319	CD4+ Epithelial+	CD8+
0.811319753264908	0	1	1.62263950652982	CD4+ Epithelial+	CD4+ Epithelial+
0.793996539202585	0.17	1	0.591311053596986	CD4+	FoxP3+ Treg+
0.639118270768062	0	1	1.27823654153612	CD4+	CD4+ Tcell+
0.592919224549499	0.02	1	0.902944084734532	CD4+ Epithelial+	CD8+ Epithelial+
0.584962500721156	0.88	1	0.0296049482744729	CD8+ Epithelial+	CD8+ Tcell+
0.405997512167327	0.01	0.99	0.689777595007336	CD4+	CD8+ Tcell+
0.205658405576647	0.4	0.8	0.0796342546405576	CD4+	PD.L1+ CD4+
0.13174425446125	0.38	0.75	0.0538748884701122	CD4+	CD8+
-0.0317088597273383	0.72	0.72	-0.00433387625637426	CD4+	CD4+ APC+
-0.0256258076754945	0.66	0.67	-0.00445697365591105	CD4+ APC+	CD4+ Epithelial+
0	1	1	0	CD8+	CD8+
