enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-3.62058641045188	1	0	-7.24117282090376	APC	Tumor
2.92826424640109	0.7	1	0.43555485939659	T-reg	T-reg
2.91135024379922	0.1	1	2.79084163977232	Helper T-Cell	Helper T-Cell
2.58656638642375	0	1	5.17313277284749	APC	APC
-2.49734785276358	1	0.01	-4.24291909223829	CTL	Tumor
2.11547721741994	0.11	1	1.94797109535926	Helper T-Cell	T-reg
-2.09348161140147	1	0	-4.18696322280294	Other	Tumor
-1.9209284290088	1	0	-3.8418568580176	Helper T-Cell	Tumor
1.80223887257059	0	1	3.60447774514117	Tumor	Tumor
1.55101516879782	0.79	1	0.150308900183889	CTL	Helper T-Cell
-1.47681369686553	1	0	-2.95362739373107	T-reg	Tumor
-1	1	0.9	-0.0409586076789064	CTL	T-reg
0.831400396024255	0.03	0.99	1.16224787682808	APC	T-reg
0.68965987938785	0.02	0.99	1.05026837179236	APC	Helper T-Cell
0.584962500721156	0.99	1	0	CTL	CTL
-0.567761759967548	1	0.02	-0.864632316637535	CTL	Other
-0.398995764775323	1	0	-0.797991529550646	Other	T-reg
0.332334043885114	0	1	0.664668087770228	Other	Other
-0.253756592245783	1	0.84	-0.0179104128877875	APC	CTL
-0.0743886983023852	0.92	0.11	-0.0684985084789416	Helper T-Cell	Other
0.0222648923949728	0.23	0.79	0.0137995300109049	APC	Other
