enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-2.69691234464577	1	0	-5.39382468929153	Other	Tumor
2.03492098328615	0	1	4.0698419665723	Tumor	Tumor
-1.71625930461194	1	0	-3.43251860922387	T-reg	Tumor
1.67516030969273	0.01	1	2.84604711862219	Helper T-Cell	Helper T-Cell
1.5816873686883	0.12	1	1.40146460759857	T-reg	T-reg
1.53863687772023	0	1	3.07727375544046	APC	APC
1.31742670265242	0	1	2.63485340530484	Helper T-Cell	T-reg
1.30964172155953	0	1	2.61928344311907	APC	Helper T-Cell
1.2191899892981	0	1	2.43837997859621	APC	CTL
1.16664986940945	0.13	1	0.996169615668375	CTL	T-reg
-1.14905921357909	1	0	-2.29811842715818	Helper T-Cell	Tumor
1.08017034868398	0.28	1	0.580701742062692	CTL	CTL
-0.769469509219875	1	0	-1.53893901843975	APC	Tumor
0.566412104349376	0.03	0.98	0.791810142066114	APC	T-reg
0.548620653657436	0.18	0.91	0.395690670893331	CTL	Helper T-Cell
-0.448900951145128	1	0	-0.897801902290255	CTL	Other
0.358008946475996	0	1	0.716017892951993	Other	Other
-0.247590001442774	1	0	-0.495180002885548	APC	Other
-0.230113016482896	1	0	-0.460226032965792	Helper T-Cell	Other
-0.0861823508449993	0.92	0.1	-0.0826150319302765	Other	T-reg
-0.0198740566371512	0.59	0.52	-0.00547975698378317	CTL	Tumor
