enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-2.33437758172086	1	0	-4.66875516344171	Helper T-Cell	Tumor
2.05814248099656	0	1	4.11628496199312	Tumor	Tumor
-1.17885611777135	1	0	-2.3577122355427	Other	Tumor
-1.13750352374993	1	0.9	-0.0465905605626472	APC	T-reg
1.09953567355091	0.85	1	0.0720212895305319	CTL	Helper T-Cell
-1	1	0.96	-0.0132282657337552	T-reg	T-reg
-1	1	0.95	-0.0177287669604316	CTL	T-reg
-1	1	0.91	-0.0362121726544447	Helper T-Cell	T-reg
-1	1	0.89	-0.0457574905606751	CTL	CTL
0.972519263577893	0.74	1	0.121505328118656	APC	Helper T-Cell
-0.782408564927373	0.96	0.12	-0.693258310165967	CTL	Tumor
0.613344302090978	0.17	0.99	0.456774365605375	T-reg	Tumor
0.534336427651188	0.87	1	0.0296649306360187	Helper T-Cell	Helper T-Cell
0.404390255079335	0.88	0.99	0.0204661881224272	APC	CTL
-0.152610416140143	0.95	0.22	-0.097406980556025	Other	T-reg
0.138259038334666	0	1	0.276518076669331	Other	Other
-0.133563525741106	0.66	0.48	-0.0413785038398071	APC	Tumor
-0.127021786883722	0.93	0.1	-0.121764014051009	APC	Other
-0.0995356735509144	1	0.97	-0.000873318465632265	APC	APC
-0.0599629982670027	0.84	0.3	-0.0304994778711467	CTL	Other
0.0358866466393217	0.31	0.78	0.0177585078674942	Helper T-Cell	Other
