enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
3	0.68	1	0.483452727788234	CD8+ PD.L1+ Epithelial+	CD8+ PD.L1+ Epithelial+
-2.90207357931074	1	0	-5.80414715862149	CD4+ Tcell+	PD.L1+ CD4+ Epithelial+
-2.8268826471131	1	0	-5.6537652942262	CD4+	PD.L1+ CD4+ Epithelial+
-2.7701242609472	1	0	-5.54024852189441	CD4+ Epithelial+	CD8+ PD.L1+ Epithelial+
-2.72623674066632	1	0	-5.45247348133264	CD4+ Epithelial+	PD.L1+ CD4+
2.70582850023871	0.29	1	1.41482021114859	CD8+ PD.L1+ Epithelial+	PD.L1+ CD4+
-2.68818035858693	1	0	-5.37636071717385	CD4+ Epithelial+	CD4+ Tcell+
-2.36317107711924	1	0	-4.72634215423849	CD8+ Tcell+	PD.L1+ CD4+ Epithelial+
2.36299862388241	0.26	1	1.34368664278198	PD.L1+ CD4+	PD.L1+ CD4+
-2.34198574722862	1	0	-4.68397149445723	CD8+ PD.L1+	PD.L1+ CD4+ Epithelial+
-2.1861900558051	1	0.02	-3.32930236912882	CD4+ Epithelial+	CD8+
2.03887363088154	0	1	4.07774726176307	CD4+ APC+	CD4+ APC+
-1.97373434530619	1	0.03	-2.75916220779364	CD8+ APC+	PD.L1+ CD4+ Epithelial+
-1.83995958748953	1	0	-3.67991917497906	CD4+ Epithelial+	CD8+ PD.L1+
-1.81557542886257	1	0	-3.63115085772515	CD4+ Epithelial+	PD.L1+ CD4+ Tcell+
1.80432086196797	0	1	3.60864172393594	CD4+ APC+	CD4+ Tcell+
-1.70280527725422	1	0	-3.40561055450844	CD4+ Epithelial+	PD.L1+ CD4+ APC+
1.64966819010897	0.24	1	0.993199216231023	PD.L1+ CD4+	PD.L1+ CD4+ APC+
-1.62358379474846	1	0.14	-1.33768488014881	CD8+	PD.L1+ CD4+ Epithelial+
-1.59623361305618	1	0.15	-1.27041043564435	CD4+	CD8+ PD.L1+ APC+
-1.58496250072116	1	0.99	0	CD8+ Tcell+	PD.L1+ CD4+ Tcell+
1.55639334852439	0	1	3.11278669704877	CD4+ APC+	PD.L1+ CD4+ APC+
1.4656207960441	0	1	2.93124159208819	CD4+	CD4+
-1.42021289061078	1	0	-2.84042578122157	CD4+	CD8+ PD.L1+ Epithelial+
1.41272764399129	0	1	2.82545528798257	PD.L1+ CD4+ Epithelial+	PD.L1+ CD4+ Epithelial+
-1.3890422907459	1	0.58	-0.318296246668411	CD4+ APC+	CD8+
-1.34790467987014	1	0	-2.69580935974029	CD4+ APC+	CD4+ Epithelial+
1.21975764424971	0	1	2.43951528849942	CD4+	CD4+ Tcell+
-1.21230360371286	1	0.59	-0.268948038639102	CD4+ Tcell+	CD8+ PD.L1+ Epithelial+
-1.16671544496642	1	0.08	-1.22010141592647	CD4+ Epithelial+	CD8+ PD.L1+ APC+
