enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
-4.33913738491959	1	0	-8.67827476983917	CD4+ Epithelial+	CD8+ PD.L1+ Epithelial+
4.10070495231887	0.31	1	2.02923393455866	PD.L1+ CD4+ Epithelial+	PD.L1+ CD4+ Epithelial+
3.53915881110803	0.31	1	1.7513528144061	PD.L1+ CD4+	PD.L1+ CD4+ Epithelial+
-2.78240856492737	1	0	-5.56481712985475	CD4+	FoxP3+ Treg+ Epithelial+
2.76004920727925	0.85	1	0.180787497720754	CD8+ PD.L1+ Epithelial+	PD.L1+ CD4+
2.72552692143136	0	1	5.45105384286272	CD4+ APC+	CD4+ APC+
2.64815632720835	0.7	1	0.393891144958999	CD8+ PD.L1+ Epithelial+	PD.L1+ CD4+ Epithelial+
-2.64539424433499	1	0	-5.29078848866999	CD4+	CD8+ PD.L1+ Epithelial+
2.34103691783507	0.24	1	1.40944466645022	CD4+ Tcell+	CD4+ Tcell+
2.17990909001493	0.71	1	0.311002187879216	PD.L1+ CD4+	PD.L1+ CD4+
-2.15655019048559	1	0	-4.31310038097117	CD4+ APC+	CD4+ Epithelial+
-2.04176864995163	1	0	-4.08353729990326	CD4+	PD.L1+ CD4+ Epithelial+
-1.9089409708563	1	0	-3.81788194171261	CD4+ Epithelial+	PD.L1+ CD4+
-1.88671271367089	1	0.04	-2.45466983368641	CD4+ Epithelial+	CD8+ PD.L1+
1.77493344436523	0.78	1	0.181705099465544	CD8+ Tcell+	CD8+ Tcell+
-1.7588279485623	1	0	-3.51765589712459	CD4+ Epithelial+	PD.L1+ CD4+ Epithelial+
-1.72218394508005	1	0	-3.4443678901601	CD4+ Epithelial+	CD4+ Tcell+
-1.69302224657861	1	0.1	-1.62294350976011	CD4+	CD8+ PD.L1+
1.6771561989309	0.3	1	0.853065888199564	CD4+ Tcell+	CD8+ Tcell+
1.58496250072116	0.91	1	0.057394935726935	CD8+ PD.L1+ Epithelial+	CD8+ PD.L1+ Epithelial+
-1.56955756334837	1	0	-3.13911512669675	CD4+	CD4+ Epithelial+
-1.54474540064475	1	0.03	-2.15946139877342	CD4+ Epithelial+	CD8+
-1.51457317282976	1	0.23	-0.938715426125069	CD4+ APC+	CD8+ PD.L1+ Epithelial+
-1.45720695352278	1	0.41	-0.549003753776822	CD8+ Tcell+	PD.L1+ CD4+ Epithelial+
-1.42043748702143	1	0.01	-2.41328068348385	CD4+ Epithelial+	PD.L1+ CD4+ APC+
-1.27897594970282	0.97	0.08	-1.33749867964867	CD4+ APC+	PD.L1+ CD4+ Epithelial+
1.23824194438251	0	1	2.47648388876501	CD4+ APC+	CD4+ Tcell+
-1.21501289097085	1	0.11	-1.11880665629985	CD4+ APC+	PD.L1+ CD4+
-1.20645087746743	1	0.61	-0.250469228374362	CD4+ Tcell+	CD8+ PD.L1+ Epithelial+
-1.16992500144231	1	0.96	-0.0154760788076428	CD4+ Tcell+	CD8+ Epithelial+
-1.15754127698648	1	0.61	-0.240315188851197	CD4+ APC+	FoxP3+ Treg+ Epithelial+
-1.13750352374993	1	0.95	-0.0201665348892324	CD8+ Tcell+	FoxP3+ Treg+ Epithelial+
-1.11547721741994	1	0.82	-0.0902665443446502	CD4+ Tcell+	FoxP3+ Treg+ Epithelial+
-1.07800251200127	1	0.91	-0.0390368130865152	CD4+ Tcell+	CD8+ PD.L1+
-1.05889368905357	1	0.76	-0.120194254763906	CD8+ PD.L1+ Epithelial+	CD8+ Tcell+
-1.04730571477836	1	0.85	-0.0686001463394447	CD4+ APC+	CD8+ PD.L1+
1	0.98	1	0.00436480540245009	CD8+ PD.L1+	PD.L1+ CD4+
-1	1	0.99	0	CD8+ Epithelial+	FoxP3+ Treg+
-1	1	0.99	0	CD8+ PD.L1+	PD.L1+ CD4+ APC+
-1	1	0.99	0	PD.L1+ CD4+ APC+	PD.L1+ CD4+ APC+
-1	1	0.98	-0.00436480540245009	CD8+ Epithelial+	PD.L1+ CD4+
-1	1	0.98	-0.00436480540245009	CD8+ PD.L1+ Epithelial+	FoxP3+ Treg+
-1	1	0.98	-0.00436480540245009	CD8+ Tcell+	FoxP3+ Treg+
-1	1	0.98	-0.00436480540245009	FoxP3+ Treg+	PD.L1+ CD4+ Epithelial+
-1	1	0.97	-0.00877392430750515	CD8+ Epithelial+	CD8+ PD.L1+ Epithelial+
-1	1	0.97	-0.00877392430750515	CD8+	PD.L1+ CD4+
-1	1	0.96	-0.0132282657337552	CD4+ Tcell+	FoxP3+ Treg+
-1	1	0.96	-0.0132282657337552	CD8+ PD.L1+	CD8+ Tcell+
-1	1	0.95	-0.0177287669604316	CD8+ Epithelial+	PD.L1+ CD4+ Epithelial+
-1	1	0.94	-0.0222763947111523	CD8+	PD.L1+ CD4+ Epithelial+
-1	1	0.93	-0.0268721464003014	FoxP3+ Treg+	PD.L1+ CD4+
-1	1	0.91	-0.0362121726544447	CD8+ Tcell+	PD.L1+ CD4+ APC+
-1	1	0.91	-0.0362121726544447	FoxP3+ Treg+ Epithelial+	PD.L1+ CD4+ Epithelial+
-1	1	0.9	-0.0409586076789064	FoxP3+ Treg+ Epithelial+	PD.L1+ CD4+
-1	1	0.87	-0.0555173278498314	PD.L1+ CD4+ APC+	PD.L1+ CD4+ Epithelial+
-0.920928429008801	1	0	-1.8418568580176	CD4+ Epithelial+	CD8+ Tcell+
0.844721774522089	0.56	1	0.206217825121794	CD4+ APC+	PD.L1+ CD4+ APC+
-0.820178962415188	1	0.2	-0.555901475590168	CD4+	CD8+ Epithelial+
0.790461704329096	0	1	1.58092340865819	CD4+ Epithelial+	CD4+ Epithelial+
0.772726562966371	0	1	1.54545312593274	CD4+	CD4+
0.745002913231624	0	1	1.49000582646325	CD4+ Epithelial+	FoxP3+ Treg+ Epithelial+
-0.661266725250404	1	0	-1.32253345050081	CD4+	PD.L1+ CD4+
0.584962500721156	0.88	1	0.0296049482744729	PD.L1+ CD4+	PD.L1+ CD4+ APC+
-0.574354401155175	1	0.41	-0.216388428198301	CD4+	CD8+
-0.574354401155175	1	0.36	-0.248005240193338	CD4+	FoxP3+ Treg+
-0.46948528330122	1	0.6	-0.10078448322629	CD4+ Tcell+	PD.L1+ CD4+
0.447458976971221	0.84	1	0.0315821352934123	CD4+ Tcell+	PD.L1+ CD4+ APC+
0.428512443386557	0	1	0.857024886773114	CD4+	CD4+ APC+
-0.37851162325373	0.92	0.23	-0.234597248974154	CD4+	PD.L1+ CD4+ APC+
0.366531289285896	0	1	0.733062578571791	CD4+	CD4+ Tcell+
-0.337034987277571	1	0.88	-0.0170573384665497	CD8+ Tcell+	PD.L1+ CD4+
-0.141554144214019	0.79	0.6	-0.0303874514933332	CD4+ Epithelial+	CD8+ Epithelial+
-0.119052671643763	0.74	0.68	-0.0191854462855515	CD4+ Tcell+	PD.L1+ CD4+ Epithelial+
-0.0931094043914815	1	0.98	-0.000406404431306848	CD4+ APC+	CD8+
0.0804268506032097	0.36	0.75	0.0347281754291873	CD4+	CD8+ Tcell+
-0.0682847395664748	0.69	0.63	-0.0132349499992776	CD4+ APC+	CD8+ Tcell+
-0.0473057147783565	1	0.99	0	CD4+ APC+	CD8+ Epithelial+
-0.0443941193584534	1	0.99	0	CD4+ APC+	FoxP3+ Treg+
0.00518023910568011	0.72	0.77	0.000708020264856525	CD4+ Epithelial+	FoxP3+ Treg+
0	1	1	0	CD4+ Tcell+	CD8+
0	1	1	0	CD8+ Epithelial+	CD8+ Tcell+
0	1	1	0	CD8+ PD.L1+ Epithelial+	PD.L1+ CD4+ APC+
0	1	1	0	CD8+ PD.L1+	CD8+ PD.L1+ Epithelial+
0	1	1	0	CD8+ PD.L1+	PD.L1+ CD4+ Epithelial+
0	1	1	0	CD8+	CD8+ Tcell+
0	1	1	0	FoxP3+ Treg+ Epithelial+	FoxP3+ Treg+ Epithelial+
