source,target,weight,type
CD4+ Epithelial+,FoxP3+ Treg+ Tcell+,-2.43829285157915,Depletion
CD4+ Epithelial+,CD4+ Tcell+,-2.20505122172739,Depletion
CD4+ Epithelial+,CD8+ Tcell+,-2.0410871920432,Depletion
CD4+ APC+,CD4+ Epithelial+,-1.10174811238446,Depletion
CD4+,CD4+ Epithelial+,-0.943173049876123,Depletion
CD4+ APC+,CD4+ APC+,2.50282421415068,Enrichment
CD4+,CD4+,1.12284929201647,Enrichment
CD4+,CD8+ Tcell+,1.08052370502511,Enrichment
CD4+,CD4+ Tcell+,0.869257360983511,Enrichment
CD4+,CD4+ APC+,0.833598654490217,Enrichment
CD4+ Epithelial+,CD4+ Epithelial+,0.275236863303102,Enrichment
