source,target,weight,type
CD8+ Tcell+,PD.L1+ CD4+ Epithelial+,-3.88166461932035,Depletion
CD4+ APC+,PD.L1+ CD4+ Epithelial+,-3.50443879569604,Depletion
CD4+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.96624587322494,Depletion
CD4+ Epithelial+,FoxP3+ Treg+ Tcell+,-2.59991284218713,Depletion
CD4+ Epithelial+,CD8+ APC+,-2.18586654531133,Depletion
CD4+ Epithelial+,CD8+ FoxP3+ Tcell+,-2.05062607306997,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-1.95126806038263,Depletion
CD4+ Epithelial+,FoxP3+ Treg+,-1.84231859431243,Depletion
CD4+ APC+,PD.L1+ CD4+,-1.67442412809749,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,-1.43314364775154,Depletion
CD4+ APC+,CD4+ Epithelial+,-1.29973143891397,Depletion
CD4+ Epithelial+,CD8+ Tcell+,-1.02481394787297,Depletion
CD4+ Epithelial+,CD4+ Tcell+,-0.924099885640742,Depletion
CD4+ Epithelial+,PD.L1+ CD4+,-0.683940503201776,Depletion
CD4+,CD4+ Epithelial+,-0.48639786991619,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ APC+,-0.438702301004597,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,3.30265563613833,Enrichment
CD4+ APC+,CD4+ APC+,2.17458051826008,Enrichment
CD4+ APC+,FoxP3+ Treg+ Tcell+,1.9560566524124,Enrichment
CD4+ Tcell+,CD8+ Tcell+,1.94974802132883,Enrichment
CD4+ APC+,CD8+ Tcell+,1.33172956218312,Enrichment
CD4+,CD4+,1.27490276006147,Enrichment
CD4+,FoxP3+ Treg+ Tcell+,1.09211820198843,Enrichment
PD.L1+ CD4+,PD.L1+ CD4+ Epithelial+,1.02647221136119,Enrichment
CD4+ APC+,CD4+ Tcell+,0.951978485137057,Enrichment
CD4+,PD.L1+ CD4+,0.766462491410703,Enrichment
CD4+,CD4+ APC+,0.545528885973315,Enrichment
CD4+ Epithelial+,CD4+ Epithelial+,0.315431357402471,Enrichment
