source,target,weight,type
CD4+ Tcell+,CD8+ Epithelial+,-5.07210580048042,Depletion
CD4+ Tcell+,CD8+ PD.L1+ Epithelial+,-5.02856915219677,Depletion
CD4+ APC+,CD8+ PD.L1+ Epithelial+,-4.62410089462811,Depletion
CD4+ APC+,CD8+ Epithelial+,-4.56376827845203,Depletion
CD4+ Epithelial+,CD8+ FoxP3+ PD.L1+ Epithelial+,-4.02103547951136,Depletion
CD4+,CD8+ Epithelial+,-3.93451650158608,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-3.9126498648972,Depletion
CD8+ PD.L1+ Epithelial+,CD8+ Tcell+,-3.15055967657538,Depletion
CD8+ FoxP3+ Epithelial+,PD.L1+ CD4+ Epithelial+,-3.11103131238874,Depletion
CD8+ Epithelial+,CD8+ Tcell+,-3.10265813136374,Depletion
CD4+ APC+,PD.L1+ CD4+ Epithelial+,-2.77188557851537,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-2.26990588253908,Depletion
CD4+ Tcell+,CD8+ FoxP3+ Epithelial+,-2.23521646169403,Depletion
CD4+ Tcell+,PD.L1+ CD4+ Epithelial+,-2.1811025507538,Depletion
CD4+ Tcell+,CD8+ FoxP3+ PD.L1+ Epithelial+,-2.07324898203064,Depletion
CD8+ Epithelial+,PD.L1+ CD4+ Epithelial+,-2.0036022366802,Depletion
CD4+ APC+,CD8+ FoxP3+ PD.L1+ Epithelial+,-1.75657387879136,Depletion
CD4+ Epithelial+,CD8+ FoxP3+ Epithelial+,-1.504718165779,Depletion
CD8+ Epithelial+,CD8+ PD.L1+ Epithelial+,-1.35512368752868,Depletion
CD4+ Epithelial+,CD8+ PD.L1+ Epithelial+,-1.3482877012656,Depletion
CD8+ Epithelial+,CD8+ FoxP3+ PD.L1+ Epithelial+,-1.01639443825067,Depletion
CD8+ FoxP3+ Epithelial+,CD8+ PD.L1+ Epithelial+,-0.806896850918373,Depletion
CD4+,CD4+ Epithelial+,-0.675610667596354,Depletion
CD4+ Epithelial+,CD4+ Tcell+,-0.643394453479892,Depletion
CD4+ Epithelial+,CD8+ Epithelial+,-0.601649912535388,Depletion
CD4+ APC+,CD4+ Epithelial+,-0.482332020747376,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,1.67116353577046,Enrichment
CD8+ Epithelial+,CD8+ Epithelial+,1.3457136773745,Enrichment
CD8+ FoxP3+ Epithelial+,CD8+ FoxP3+ PD.L1+ Epithelial+,1.30136677240505,Enrichment
CD8+ PD.L1+ Epithelial+,CD8+ PD.L1+ Epithelial+,1.23105336517161,Enrichment
CD8+ FoxP3+ PD.L1+ Epithelial+,CD8+ PD.L1+ Epithelial+,1.15601615595167,Enrichment
CD4+ Epithelial+,CD4+ Epithelial+,1.05260915934907,Enrichment
CD8+ PD.L1+ Epithelial+,PD.L1+ CD4+ Epithelial+,0.758213327870245,Enrichment
