source,target,weight,type
CD4+ Epithelial+,CD8+ PD.L1+ Tcell+,-2.38466385023533,Depletion
CD4+ APC+,CD8+ PD.L1+ APC+,-1.97972051624248,Depletion
CD8+ APC+,CD8+ FoxP3+ PD.L1+ Epithelial+,-1.88135550350138,Depletion
CD4+,CD8+ PD.L1+ Epithelial+,-1.84799690655495,Depletion
CD4+,CD8+ PD.L1+ APC+,-1.72910347639324,Depletion
CD4+ Tcell+,CD8+ PD.L1+,-1.66448284036468,Depletion
CD8+ APC+,CD8+ PD.L1+ Epithelial+,-1.57046293102604,Depletion
CD8+ PD.L1+ Tcell+,FoxP3+ Treg+ Tcell+,-1.56315813040281,Depletion
CD4+,PD.L1+ CD4+ Tcell+,-1.55581615506164,Depletion
CD4+,CD8+ PD.L1+ Tcell+,-1.45437839091101,Depletion
CD4+ Epithelial+,CD8+ PD.L1+ APC+,-1.39780296186249,Depletion
CD4+ APC+,CD8+ PD.L1+ Tcell+,-1.39021448631497,Depletion
CD8+ PD.L1+ APC+,FoxP3+ PD.L1+ Treg+ Tcell+,-1.20580953714084,Depletion
CD8+ APC+,PD.L1+ CD4+ Tcell+,-1.18042069408531,Depletion
CD4+,CD8+ FoxP3+ PD.L1+ Tcell+,-1.06695024392463,Depletion
CD8+ APC+,PD.L1+ CD4+,-1.06004738366994,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+,-1.01384505599885,Depletion
CD8+ APC+,CD8+ PD.L1+ Tcell+,-0.990185710173044,Depletion
CD8+ PD.L1+,CD8+ PD.L1+ Tcell+,-0.948827348010485,Depletion
CD8+ PD.L1+ APC+,PD.L1+ CD4+,-0.846581805861906,Depletion
CD4+ Tcell+,CD8+ PD.L1+ APC+,-0.774763104316515,Depletion
CD8+ PD.L1+ APC+,CD8+ Tcell+,-0.671499251189151,Depletion
CD8+ PD.L1+,PD.L1+ CD4+ Tcell+,-0.663241100186843,Depletion
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ APC+,-0.574236094128098,Depletion
CD8+ FoxP3+ PD.L1+ Tcell+,CD8+ PD.L1+ APC+,-0.501701395449433,Depletion
CD4+,CD4+,1.87596602241362,Enrichment
CD8+ PD.L1+,CD8+ PD.L1+,1.55055246993532,Enrichment
CD4+,CD4+ APC+,1.52099944198919,Enrichment
CD4+ APC+,CD4+ APC+,1.48650925441188,Enrichment
PD.L1+ CD4+ Tcell+,PD.L1+ CD4+ Tcell+,1.44802932488966,Enrichment
CD4+,PD.L1+ CD4+,1.08926733809709,Enrichment
CD8+ PD.L1+ Tcell+,FoxP3+ PD.L1+ Treg+ Tcell+,1.07750936722092,Enrichment
CD8+ APC+,CD8+ APC+,1.04905810992993,Enrichment
CD4+ APC+,CD4+ Tcell+,0.980891177052295,Enrichment
CD4+,CD4+ Tcell+,0.971430847803229,Enrichment
CD8+ PD.L1+ Tcell+,CD8+ PD.L1+ Tcell+,0.923066264138857,Enrichment
PD.L1+ CD4+ APC+,PD.L1+ CD4+ Tcell+,0.906890595608518,Enrichment
CD8+ APC+,CD8+ Tcell+,0.813268961479404,Enrichment
CD8+ PD.L1+,PD.L1+ CD4+,0.812548945972674,Enrichment
CD4+ APC+,CD8+ Tcell+,0.738816389854148,Enrichment
CD8+ FoxP3+ PD.L1+ Tcell+,CD8+ PD.L1+ Tcell+,0.706908360310026,Enrichment
CD8+ PD.L1+ APC+,CD8+ PD.L1+ APC+,0.661694447835738,Enrichment
CD4+ APC+,CD8+ APC+,0.493528625667206,Enrichment
CD8+ PD.L1+ Tcell+,PD.L1+ CD4+ Tcell+,0.448907508864763,Enrichment
CD8+ PD.L1+,CD8+ PD.L1+ APC+,0.376005479199833,Enrichment
