source,target,weight,type
CD4+ Epithelial+,PD.L1+ CD4+,-4.05289404674744,Depletion
CD4+ Epithelial+,CD8+ PD.L1+ Tcell+,-3.09423606984577,Depletion
CD4+ Epithelial+,PD.L1+ CD4+ Tcell+,-2.13641015875566,Depletion
CD4+,CD4+ Epithelial+,-1.53932835004062,Depletion
CD4+,PD.L1+ CD4+ Epithelial+,-1.41529510039387,Depletion
CD4+ APC+,CD4+ Epithelial+,-1.38543103719352,Depletion
CD4+ Epithelial+,CD4+ Tcell+,-1.10330395036413,Depletion
PD.L1+ CD4+ Epithelial+,PD.L1+ CD4+ Epithelial+,2.61947203114777,Enrichment
CD4+,CD4+ APC+,1.13119168827391,Enrichment
CD4+,CD4+,1.10240011233731,Enrichment
CD4+,CD4+ Tcell+,0.553365655826817,Enrichment
CD4+ Epithelial+,CD4+ Epithelial+,0.543493154461524,Enrichment
