enrichm	p_higher_orig	p_lower_orig	PI_value	cell_1	cell_2
2.80535256914646	0.28	1	1.50816315777244	CD4+ APC+	CD4+ APC+
2.24917175245205	0.71	1	0.320883719019643	CD8+	CD8+ Tcell+
-1.65191274464578	1	0	-3.30382548929157	CD4+	FoxP3+ Treg+ Epithelial+
-1.54596836910529	1	0	-3.09193673821059	CD4+	CD8+ FoxP3+ Tcell+
1.47804729680464	0.87	1	0.0820572363542604	CD8+	CD8+
-1.30550254697425	1	0.47	-0.416140376476532	CD4+ Tcell+	CD4+ Tcell+
-1.24792751344359	1	0.52	-0.344083728445482	CD4+ APC+	CD4+ Epithelial+
1.23349013021978	0.13	1	1.05324264046227	CD4+ APC+	CD4+ Tcell+
-1.15380533607904	1	0.6	-0.247687581861544	CD4+ Epithelial+	CD4+ Tcell+
-1.09953567355091	1	0.72	-0.150281391056467	CD4+ APC+	FoxP3+ Treg+ Tcell+
-1.0962153152593	1	0.71	-0.156394302401855	CD4+ Epithelial+	CD8+ Tcell+
-1.0703893278914	1	0.9	-0.0438416565447921	CD8+ Tcell+	FoxP3+ Treg+ Tcell+
-1.05246741989414	1	0.73	-0.137629354538733	CD4+ Epithelial+	CD8+
-1.04730571477836	1	0.85	-0.0686001463394447	CD4+ APC+	FoxP3+ Treg+ Epithelial+
1.02106161552783	0.32	1	0.491626934402414	CD4+ APC+	CD8+ Tcell+
1	0.96	1	0.0132282657337552	CD4+ Epithelial+	FoxP3+ Treg+ Epithelial+
-1	1	0.99	0	CD8+ Epithelial+	FoxP3+ Treg+ Epithelial+
-1	1	0.99	0	CD8+ Epithelial+	FoxP3+ Treg+ Tcell+
-1	1	0.99	0	CD8+ FoxP3+ Tcell+	FoxP3+ Treg+ Epithelial+
-1	1	0.99	0	CD8+ FoxP3+ Tcell+	FoxP3+ Treg+ Tcell+
-1	1	0.99	0	FoxP3+ Treg+ Tcell+	FoxP3+ Treg+ Tcell+
1	0.99	1	0	CD8+ Epithelial+	CD8+ Tcell+
1	0.99	1	0	CD8+	CD8+ FoxP3+ Tcell+
1	0.99	1	0	FoxP3+ Treg+ Epithelial+	FoxP3+ Treg+ Epithelial+
-1	1	0.98	-0.00436480540245009	CD4+ Epithelial+	CD8+ Epithelial+
-1	1	0.98	-0.00436480540245009	CD8+ FoxP3+ Tcell+	CD8+ Tcell+
-1	1	0.97	-0.00877392430750515	CD4+ Tcell+	CD8+ Epithelial+
-1	1	0.96	-0.0132282657337552	CD4+ Epithelial+	CD8+ FoxP3+ Tcell+
-1	1	0.96	-0.0132282657337552	CD8+	CD8+ Epithelial+
-1	1	0.96	-0.0132282657337552	CD8+	FoxP3+ Treg+ Epithelial+
-1	1	0.95	-0.0177287669604316	CD4+ APC+	CD8+ Epithelial+
-1	1	0.95	-0.0177287669604316	CD4+ APC+	CD8+ FoxP3+ Tcell+
-1	1	0.95	-0.0177287669604316	CD8+	FoxP3+ Treg+ Tcell+
-1	1	0.93	-0.0268721464003014	CD8+ Tcell+	FoxP3+ Treg+ Epithelial+
0.900464326449086	0.93	1	0.0241974092085886	CD4+ Tcell+	FoxP3+ Treg+ Epithelial+
0.584962500721156	0.85	1	0.0383159497616714	CD8+ Tcell+	CD8+ Tcell+
0.584962500721156	0.88	1	0.0296049482744729	CD4+ Epithelial+	CD4+ Epithelial+
-0.583465596223679	1	0	-1.16693119244736	CD4+	CD8+
0.526068811667588	0.89	1	0.0240715886841452	CD4+ Epithelial+	FoxP3+ Treg+ Tcell+
-0.3636383467722	1	0	-0.727276693544399	CD4+	CD8+ Tcell+
-0.336049203132015	1	0.73	-0.0439445763793495	CD4+ APC+	CD8+
-0.323116735548544	1	0	-0.646233471097088	CD4+	CD4+ APC+
0.319068440748122	0.71	0.96	0.0455206979091023	CD4+ Tcell+	CD8+
-0.22404027421793	0.99	0.15	-0.178309177330338	CD4+	CD8+ Epithelial+
-0.182946494511102	1	0	-0.365892989022204	CD4+	CD4+ Epithelial+
-0.172231468825481	1	0.01	-0.292616099337227	CD4+	FoxP3+ Treg+ Tcell+
-0.150242635580613	1	0.93	-0.00403734209888935	CD4+ Tcell+	CD8+ Tcell+
-0.0995356735509144	1	0.98	-0.00043445384565154	CD4+ Tcell+	FoxP3+ Treg+ Tcell+
-0.0950155539030291	1	0	-0.190031107806058	CD4+	CD4+ Tcell+
0.00999759078170117	0	1	0.0199951815634023	CD4+	CD4+
0	1	1	0	CD4+ Tcell+	CD8+ FoxP3+ Tcell+
0	1	1	0	FoxP3+ Treg+ Epithelial+	FoxP3+ Treg+ Tcell+
